"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00744756602369154,0.00865392288446859,0.00120635686077705,-24.4229511463891,-28.4822552005389,-4.05930405414983
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00870324139246634,0.00996132283419332,0.00125808144172698,-28.6424009693947,-32.9078529750659,-4.26545200567125
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00744756602369154,0.007036958863888,-0.000410607159803539,-24.4229511463891,-23.084888011188,1.33806313520108
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00870324139246634,0.00868887516445621,-1.43662280101264e-05,-28.6424009693947,-28.6396681126807,0.00273285671391932
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00744756602369154,0.00676666138571014,-0.0006809046379814,-24.4229511463891,-22.0363611518515,2.38658999453764
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00870324139246634,0.00879969253628479,9.64511438184545e-05,-28.6424009693947,-28.8254000168672,-0.182999047472549
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.0060298797948812,7.0075499393224e-05,-0.00595980429548798,-16.3448749735053,-0.0723724277104338,16.2725025457949
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00684710137132863,0.00191696170378702,-0.00493013966754161,-18.5134594816118,-4.2479567859391,14.2655026956727
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.0060298797948812,0.00523407294334505,-0.000795806851536157,-16.3448749735053,-14.1685871261325,2.17628784737281
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00684710137132863,0.00674611517404977,-0.000100986197278857,-18.5134594816118,-18.2653509565316,0.24810852508017
