"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00730483480719299,0.00794780633949616,0.000642971532303166,-23.9670333151098,-26.1228605063552,-2.15582719124541
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00844316168578096,0.00911218218363283,0.000669020497851863,-27.7855416967232,-30.0504811316932,-2.26493943497007
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00730483480719299,0.00710003476170801,-0.000204800045484982,-23.9670333151098,-23.3123429785628,0.654690336546992
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00844316168578096,0.00835484123508007,-8.83204507008961e-05,-27.7855416967232,-27.5256883460315,0.259853350691628
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00730483480719299,0.00641128513505779,-0.000893549672135202,-23.9670333151098,-20.868776354373,3.09825696073676
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00844316168578096,0.00809829679199031,-0.000344864893790653,-27.7855416967232,-26.4911263660779,1.29441533064528
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00635147746743914,0.000848103582590243,-0.00550337388484889,-17.2778729707807,-2.06784918765879,15.2100237831219
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00725051258776868,0.00409135706493741,-0.00315915552283128,-19.704299557241,-10.3330310116817,9.37126854555936
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00635147746743914,0.0063493378336385,-2.1396338006352e-06,-17.2778729707807,-17.338579763682,-0.0607067929013283
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00725051258776868,0.00758581550420676,0.000335302916438074,-19.704299557241,-20.7543375015539,-1.05003794431286
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00635147746743914,0.00449005251643797,-0.00186142495100117,-17.2778729707807,-11.9821189645445,5.29575400623617
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00725051258776868,0.00611062246653349,-0.00113989012123519,-19.704299557241,-16.4630239492399,3.24127560800116
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00323783763184904,0.000231348459301145,-0.00300648917254789,-5.32595724024577,-0.284720204277619,5.04123703596815
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00406098165399855,0.000317622375666238,-0.00374335927833232,-6.7122768455074,0.0428247166846631,6.75510156219207
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00323783763184904,0.00246750403030351,-0.000770333601545534,-5.32595724024577,-4.03143947949502,1.29451776075075
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00406098165399855,0.0038406778592416,-0.00022030379475696,-6.7122768455074,-6.31426204922082,0.398014796286589
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00323783763184904,0.00141969862259228,-0.00181813900925676,-5.32595724024577,-2.17634843776978,3.149608802476
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00406098165399855,0.00225606615586457,-0.00180491549813398,-6.7122768455074,-3.52211913454266,3.19015771096474
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00635147746743914,0.00535351247102578,-0.000997964996413359,-17.2778729707807,-14.4665780605756,2.81129491020511
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00725051258776868,0.00633627344960436,-0.000914239138164324,-19.704299557241,-17.105529344255,2.59877021298598
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00730483480719299,0.00792795695153359,0.000623122144340599,-23.9670333151098,-25.7943218407836,-1.82728852567379
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00844316168578096,0.00902663711449428,0.000583475428713315,-27.7855416967232,-29.4614659949839,-1.67592429826072
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00635147746743914,0.00118780835529882,-0.00516366911214032,-17.2778729707807,-2.6475266112684,14.6303463595123
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00725051258776868,0.000389266039334299,-0.00686124654843438,-19.704299557241,-0.362423092545214,19.3418764646958
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00323783763184904,-0.0011442120897181,-0.00438204972156714,-5.32595724024577,2.21557665753153,7.5415338977773
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00406098165399855,-0.000389664119520863,-0.00445064577351942,-6.7122768455074,0.991707690473049,7.70398453598045
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00794780633949616,0.00792795695153359,-1.98493879625672e-05,-26.1228605063552,-25.7943218407836,0.328538665571614
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00911218218363283,0.00902663711449428,-8.55450691385484e-05,-30.0504811316932,-29.4614659949839,0.589015136709349
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-4.19530388335587e-05,0.00118780835529882,0.00122976139413238,0.377016131553319,-2.6475266112684,-3.02454274282172
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00454725182875479,0.000389266039334299,-0.00415798578942049,-11.6475308178033,-0.362423092545214,11.2851077252581
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",-0.000266362932382053,-0.0011442120897181,-0.000877849157336047,0.53786455338377,2.21557665753153,1.67771210414776
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.000786236813702296,-0.000389664119520863,-0.00117590093322316,-0.883870374173966,0.991707690473049,1.87557806464702
