"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00741256435098925,0.00814109259862195,0.000728528247632698,-24.3287403777176,-26.6319944812949,-2.30325410357727
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.008406390485449,0.00921539266025437,0.000809002174805368,-27.6679486454268,-30.2349399778595,-2.56699133243274
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00741256435098925,0.00715935819533423,-0.000253206155655022,-24.3287403777176,-23.4772480351803,0.851492342537313
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.008406390485449,0.00836989125073623,-3.64992347127724e-05,-27.6679486454268,-27.5425407739494,0.125407871477364
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00741256435098925,0.00683052905624709,-0.000582035294742156,-24.3287403777176,-21.9880249430389,2.34071543467871
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.008406390485449,0.00847811886678029,7.1728381331293e-05,-27.6679486454268,-27.4257001901478,0.242248455278968
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00605762892831441,3.28229611658709e-05,-0.00602480596714854,-16.4003044680976,0.373992901955717,16.7742973700533
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00688976898738608,0.00216509366954584,-0.00472467531784024,-18.6578214240744,-4.5898328815656,14.0679885425088
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00605762892831441,0.00563389322098054,-0.000423735707333867,-16.4003044680976,-15.2304780317663,1.16982643633128
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00688976898738608,0.00730396324941224,0.000414194262026157,-18.6578214240744,-19.9216903197066,-1.26386889563219
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00605762892831441,0.00463070684370501,-0.0014269220846094,-16.4003044680976,-12.1787856509291,4.22151881716854
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00688976898738608,0.00621207995453341,-0.000677689032852674,-18.6578214240744,-16.4873375019142,2.1704839221602
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00259950331952326,-0.000494897848457396,-0.00309440116798065,-4.23701840815374,0.909397760681713,5.14641616883546
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00234268874048824,0.000452289158384828,-0.00189039958210341,-3.70032672779143,-0.267093387709792,3.43323334008164
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00259950331952326,0.00327199275616225,0.000672489436638987,-4.23701840815374,-5.39025980355655,-1.1532413954028
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00234268874048824,0.00309366395645752,0.000750975215969285,-3.70032672779143,-4.98858601006395,-1.28825928227252
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00259950331952326,0.00173833343944983,-0.000861169880073426,-4.23701840815374,-2.77232863525842,1.46468977289533
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00234268874048824,0.00247309802564391,0.000130409285155675,-3.70032672779143,-3.86452327215466,-0.164196544363222
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00605762892831441,0.00412038098858644,-0.00193724793972797,-16.4003044680976,-10.9611724825772,5.43913198552036
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00688976898738608,0.00546768322499649,-0.00142208576238959,-18.6578214240744,-14.6785380859073,3.97928333816708
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00741256435098925,0.00826653179910555,0.000853967448116305,-24.3287403777176,-27.0009742781531,-2.67223390043546
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.008406390485449,0.00934033751752544,0.000933947032076443,-27.6679486454268,-30.600511312985,-2.93256266755816
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00605762892831441,-0.000194119147230526,-0.00625174807554493,-16.4003044680976,0.818403268922339,17.2187077370199
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00688976898738608,0.00118708158521487,-0.00570268740217121,-18.6578214240744,-2.42546201486584,16.2323594092086
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00259950331952326,0.000816960678797635,-0.00178254264072562,-4.23701840815374,-1.30099222761601,2.93602618053774
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00234268874048824,0.000346683907302664,-0.00199600483318557,-3.70032672779143,-0.251572915124598,3.44875381266684
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00814109259862195,0.00826653179910555,0.000125439200483607,-26.6319944812949,-27.0009742781531,-0.368979796858184
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00921539266025437,0.00934033751752544,0.000124944857271075,-30.2349399778595,-30.600511312985,-0.365571335125424
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",4.5702754971344e-05,-0.000194119147230526,-0.00023982190220187,0.127627349802424,0.818403268922339,0.690775919119915
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.0025229677348198,0.00118708158521487,-0.00133588614960493,-6.23191119509829,-2.42546201486584,3.80644918023245
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",-0.000610808446805583,0.000816960678797635,0.00142776912560322,1.12531005168694,-1.30099222761601,-2.42630227930294
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",-0.000141959042399636,0.000346683907302664,0.0004886429497023,0.641501610419255,-0.251572915124598,-0.893074525543852
