"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00864847600900992,0.00983571225023888,0.00118723624122896,-28.3682961831801,-32.3899270190286,-4.02163083584855
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00958950811883183,0.01075948704708,0.00116997892824816,-31.5371814422797,-35.5221351206346,-3.98495367835494
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00864847600900992,0.00815386550146963,-0.000494610507540294,-28.3682961831801,-26.7180833186285,1.65021286455158
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00958950811883183,0.00945142041819924,-0.000138087700632589,-31.5371814422797,-31.0843843428938,0.452797099385862
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00864847600900992,0.00771956966749665,-0.000928906341513269,-28.3682961831801,-25.2379945727025,3.13030161047755
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00958950811883183,0.00918758704802028,-0.000401921070811551,-31.5371814422797,-30.165825069309,1.37135637297069
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00753940907273457,-0.000276160825145436,-0.00781556989788,-20.4217619803348,0.820846748480108,21.242608728815
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00863138394294183,0.00304021071558022,-0.00559117322736161,-23.3570926693956,-7.24154656321662,16.115546106179
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00753940907273457,0.00724024665668951,-0.000299162416045051,-20.4217619803348,-19.5379447136838,0.883817266651022
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00863138394294183,0.00863900062034484,7.61667740301064e-06,-23.3570926693956,-23.2303603133314,0.126732356064167
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00753940907273457,0.00608812484899249,-0.00145128422374208,-20.4217619803348,-16.1137831756278,4.30797880470709
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00863138394294183,0.00759832867625515,-0.00103305526668668,-23.3570926693956,-20.1025268025096,3.25456586688597
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00371241138213679,-9.78273710374317e-05,-0.00381023875317422,-6.11299046751265,0.230519018628002,6.34350948614065
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00450791906297798,0.00163565334515008,-0.00287226571782791,-7.46667654767316,-2.57867857117162,4.88799797650154
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00371241138213679,0.00358751075184188,-0.000124900630294911,-6.11299046751265,-5.90855503554485,0.204435431967795
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00450791906297798,0.00445992663007634,-4.79924329016418e-05,-7.46667654767316,-7.39742140510407,0.0692551425690908
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00371241138213679,0.00241874509158974,-0.00129366629054706,-6.11299046751265,-3.88374437651237,2.22924609100028
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00450791906297798,0.00426520209215571,-0.000242716970822274,-7.46667654767316,-7.0321851309609,0.434491416712262
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00753940907273457,0.00662236020068183,-0.000917048872052739,-20.4217619803348,-17.7859802793955,2.63578170093933
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00863138394294183,0.00747757710727828,-0.00115380683566355,-23.3570926693956,-19.91826174378,3.43883092561555
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00864847600900992,0.0100624589708149,0.001413982961805,-28.3682961831801,-33.1043368566789,-4.73604067349879
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00958950811883183,0.010946687329188,0.00135717921035614,-31.5371814422797,-36.1001327516733,-4.56295130939361
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00753940907273457,-0.000144419284324307,-0.00768382835705887,-20.4217619803348,0.463141288191764,20.8849032685266
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00863138394294183,0.00347412811418456,-0.00515725582875727,-23.3570926693956,-8.19116412327458,15.165928546121
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00371241138213679,-0.000169779372226384,-0.00388219075436318,-6.11299046751265,0.335109098840803,6.44809956635345
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00450791906297798,0.00126198978516397,-0.00324592927781402,-7.46667654767316,-1.92920693103224,5.53746961664092
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00983571225023888,0.0100624589708149,0.000226746720576043,-32.3899270190286,-33.1043368566789,-0.714409837650237
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.01075948704708,0.010946687329188,0.000187200282107974,-35.5221351206346,-36.1001327516733,-0.57799763103867
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-5.56397244394491e-05,-0.000144419284324307,-8.87795598848579e-05,0.396819292043801,0.463141288191764,0.0663219961479626
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00317962782939837,0.00347412811418456,0.000294500284786184,-7.95906698869112,-8.19116412327458,-0.232097134583455
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000812358249209097,-0.000169779372226384,-0.00098213762143548,-1.20065695464746,0.335109098840803,1.53576605348826
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00215668681551087,0.00126198978516397,-0.000894697030346905,-3.24633952685235,-1.92920693103224,1.31713259582011
