"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_condition","linear","additive_model"
"1",1.03462816866272e-173,4.96809861485837e-27,TRUE,"Gathering",0,"linear",TRUE
"2",4.919557567863e-175,1.62748204588739e-28,TRUE,"Gathering",0,"linear",TRUE
"3",2.55223029995443e-175,1.03997908080568e-21,TRUE,"Gathering",0,"linear",TRUE
"4",1.39341233182263e-186,4.67480102789482e-29,TRUE,"Gathering",0,"linear",TRUE
"5",3.31248831513809e-163,3.93362719396213e-27,TRUE,"Gathering",0,"linear",TRUE
"6",2.62174209928946e-182,4.11503702234209e-18,TRUE,"Gathering",0,"linear",TRUE
"7",1.88941099840208e-179,2.19894303824022e-28,TRUE,"Gathering",0,"linear",TRUE
"8",6.51252379959821e-195,1.24783546242794e-23,TRUE,"Gathering",0,"linear",TRUE
"9",8.7460785718655e-176,2.59078932820932e-28,TRUE,"Gathering",0,"linear",TRUE
"10",1.9602438133768e-198,2.18172468169189e-27,TRUE,"Gathering",0,"linear",TRUE
"11",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"12",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"13",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"14",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"15",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"16",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"17",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"18",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"19",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"20",0,0,TRUE,"Gathering",0,"nonlinear",TRUE
"21",1.92590226900339e-125,1.3279559589647e-29,TRUE,"Hunting",0,"linear",TRUE
"22",1.27519629327987e-119,7.43302761534782e-29,TRUE,"Hunting",0,"linear",TRUE
"23",2.83356521490813e-135,3.17558334562841e-29,TRUE,"Hunting",0,"linear",TRUE
"24",1.15679960396028e-137,1.53216071424215e-34,TRUE,"Hunting",0,"linear",TRUE
"25",5.48379933788132e-95,4.84159096101556e-24,TRUE,"Hunting",0,"linear",TRUE
"26",1.65013492929453e-125,1.469781738461e-26,TRUE,"Hunting",0,"linear",TRUE
"27",4.9724130000672e-129,1.55173191160454e-38,TRUE,"Hunting",0,"linear",TRUE
"28",2.76846961887571e-113,2.57833682628661e-36,TRUE,"Hunting",0,"linear",TRUE
"29",1.07903883966063e-110,9.38431095672652e-31,TRUE,"Hunting",0,"linear",TRUE
"30",2.36366338206867e-130,1.57429189281656e-28,TRUE,"Hunting",0,"linear",TRUE
"31",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"32",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"33",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"34",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"35",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"36",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"37",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"38",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"39",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
"40",0,0,TRUE,"Hunting",0,"nonlinear",TRUE
